amount,channel,hour,is_new_device,device_trust_score,days_since_last_tx,tx_velocity_1h,merchant_risk_score,customer_age,has_chargeback_history,country_risk_score,target
28.76,CARD,6,1,0.111,3.69,1,0.399,26,0,0.579,0
59.46,PIX,12,1,0.224,7.23,3,0.254,42,1,0.504,0
180.49,CARD,14,1,0.458,2.69,2,0.704,39,0,0.396,0
194.76,PIX,13,0,0.027,0.2,4,0.708,21,0,0.376,0
155.81,CARD,23,1,0.337,2.8,2,0.732,30,1,0.214,0
34.07,PIX,17,0,0.496,12.75,4,0.791,43,1,0.195,0
15.19,CARD,17,0,0.433,3.04,1,0.822,46,0,0.252,0
127.6,PIX,19,1,0.222,5.84,1,0.426,41,1,0.806,0
79.47,PIX,12,0,0.486,3.3,0,0.652,45,1,0.554,0
183.73,PIX,7,1,0.054,6.27,2,0.778,45,0,0.795,0
228.55,CARD,12,0,0.795,0.11,3,0.755,49,0,0.161,0
137.61,PIX,22,0,0.215,3.61,1,0.344,23,0,0.411,1
240.84,CARD,21,1,0.091,3.5,0,0.567,47,1,0.047,0
149.35,CARD,8,0,0.449,5.28,2,0.878,50,1,0.349,0
195.79,PIX,11,1,0.696,2.04,3,0.7,46,0,0.023,1
64.44,PIX,6,0,0.567,7.11,0,0.276,31,1,0.743,0
103.37,PIX,0,1,0.303,1.2,0,0.768,38,1,0.394,0
145.05,PIX,7,1,0.81,0.86,2,0.504,26,0,0.169,0
254.29,PIX,2,1,0.339,0.16,1,0.231,45,0,0.771,0
85.25,CARD,8,0,0.792,4.36,1,0.323,34,1,0.47,0
194.23,PIX,1,1,0.247,1.3,1,0.78,41,0,0.117,0
95.65,PIX,7,0,0.8,2.36,1,0.347,27,1,0.119,0
109.31,CARD,17,1,0.477,0.29,1,0.619,37,1,0.804,0
256.36,PIX,20,0,0.887,2.47,1,0.352,18,0,0.618,0
20.21,CARD,21,1,0.338,2.58,0,0.532,29,0,0.195,0
37.83,CARD,13,1,0.429,4.39,3,0.717,46,1,0.734,0
32.01,PIX,13,1,0.264,3.23,0,0.757,30,0,0.166,0
14.88,PIX,23,0,0.358,2.24,4,0.32,23,1,0.6,1
65.99,CARD,13,0,0.045,1.06,5,0.785,67,1,0.116,0
238.53,CARD,2,0,0.146,1.64,1,0.506,40,0,0.514,0
94.03,CARD,22,0,0.268,1.07,1,0.148,50,1,0.414,0
145.19,CARD,14,0,0.286,8.61,2,0.773,30,0,0.552,0
323.85,PIX,15,0,0.47,5.0,2,0.284,33,1,0.286,0
401.38,PIX,2,1,0.382,4.06,2,0.292,47,1,0.194,0
114.18,CARD,11,1,0.057,11.71,0,0.365,41,0,0.119,0
410.85,CARD,11,1,0.225,0.06,1,0.385,18,1,0.103,0
132.01,CARD,19,1,0.114,1.96,0,0.721,59,0,0.28,0
57.19,PIX,9,1,0.346,1.97,2,0.417,33,1,0.404,0
71.17,CARD,8,1,0.127,8.73,0,0.245,26,1,0.481,0
32.06,PIX,16,0,0.107,0.41,0,0.655,45,0,0.545,0
54.64,PIX,0,0,0.17,15.74,1,0.461,24,1,0.583,0
88.04,PIX,17,0,0.513,4.65,2,0.754,18,0,0.604,1
250.44,PIX,0,0,0.615,3.03,3,0.313,30,1,0.178,0
571.74,CARD,5,0,0.367,12.35,0,0.831,29,1,0.768,0
35.02,PIX,11,0,0.766,0.34,1,0.458,47,1,0.168,0
173.04,CARD,4,1,0.148,3.53,1,0.687,33,0,0.261,0
47.63,PIX,0,0,0.763,0.11,0,0.373,36,1,0.087,0
186.28,PIX,10,1,0.182,3.09,1,0.333,66,0,0.405,0
107.99,PIX,16,0,0.198,0.34,3,0.652,31,1,0.504,0
23.39,PIX,5,0,0.348,1.23,0,0.493,31,1,0.434,0
280.19,CARD,6,0,0.401,8.73,2,0.651,31,0,0.232,0
70.49,PIX,16,1,0.123,0.19,1,0.661,43,1,0.094,0
75.15,PIX,22,0,0.335,2.41,3,0.811,37,0,0.774,0
46.4,PIX,12,0,0.49,3.3,3,0.299,29,0,0.244,0
67.43,PIX,13,1,0.789,1.29,1,0.743,46,0,0.216,0
178.59,PIX,19,1,0.677,1.75,0,0.699,25,0,0.515,0
102.48,CARD,1,0,0.301,2.63,2,0.892,38,0,0.198,1
163.33,PIX,23,0,0.391,2.85,2,0.646,18,0,0.513,0
168.3,PIX,11,1,0.663,2.13,4,0.723,53,1,0.511,0
398.85,CARD,9,0,0.478,1.18,2,0.447,23,0,0.597,0
89.25,CARD,14,0,0.258,0.75,1,0.674,40,0,0.908,0
32.16,PIX,21,0,0.354,0.57,1,0.44,47,1,0.21,0
317.51,CARD,22,0,0.71,2.5,0,0.237,23,0,0.403,0
90.17,CARD,18,0,0.244,7.96,0,0.682,27,1,0.5,0
331.34,PIX,11,0,0.682,3.98,3,0.115,27,1,0.153,0
171.58,PIX,3,0,0.511,0.15,2,0.773,33,1,0.413,0
107.98,CARD,4,0,0.167,4.11,7,0.469,31,0,0.24,0
166.32,CARD,20,1,0.331,4.96,2,0.428,36,1,0.221,1
703.39,CARD,3,0,0.673,0.29,1,0.346,41,1,0.833,0
787.83,PIX,11,1,0.577,2.45,1,0.435,43,0,0.288,0
129.34,CARD,9,1,0.415,3.52,1,0.107,48,1,0.156,0
140.35,PIX,17,1,0.328,8.34,2,0.124,28,0,0.495,0
320.09,CARD,8,0,0.517,0.33,0,0.684,47,1,0.78,0
56.76,CARD,16,0,0.072,4.98,0,0.515,18,0,0.113,0
163.98,PIX,12,0,0.679,0.12,3,0.66,18,0,0.146,0
118.71,PIX,21,1,0.73,3.24,1,0.355,41,0,0.445,0
161.18,CARD,4,0,0.349,0.06,1,0.808,49,1,0.16,0
57.4,CARD,18,1,0.526,0.05,2,0.208,39,0,0.186,0
29.06,PIX,17,1,0.188,4.59,0,0.517,40,0,0.721,0
18.81,CARD,19,1,0.605,2.74,0,0.262,24,0,0.156,0
44.45,PIX,11,1,0.162,4.56,1,0.717,28,1,0.102,0
80.41,PIX,7,1,0.467,1.54,0,0.481,29,1,0.446,0
93.33,PIX,12,1,0.189,1.61,6,0.499,35,1,0.504,1
694.72,CARD,23,1,0.602,11.88,0,0.333,34,1,0.079,1
328.78,PIX,4,1,0.673,3.75,0,0.578,44,1,0.704,0
51.12,CARD,15,1,0.25,3.78,4,0.395,40,1,0.19,1
166.16,PIX,5,1,0.59,3.8,1,0.434,29,1,0.111,0
84.24,CARD,18,0,0.239,11.54,0,0.678,35,1,0.288,0
94.07,CARD,10,1,0.177,6.45,0,0.568,35,1,0.619,0
143.57,PIX,20,1,0.542,6.34,1,0.17,18,1,0.163,0
212.14,PIX,3,0,0.504,5.13,2,0.332,24,0,0.392,0
89.54,PIX,2,0,0.306,2.39,5,0.508,53,1,0.655,0
316.55,PIX,22,1,0.239,3.82,2,0.813,41,0,0.624,0
43.48,CARD,8,1,0.188,5.43,2,0.312,53,0,0.749,0
122.21,CARD,2,1,0.553,2.39,1,0.799,45,0,0.182,0
1258.79,PIX,20,1,0.639,0.92,2,0.636,50,1,0.485,1
148.53,CARD,9,1,0.425,2.58,2,0.533,31,1,0.529,0
441.37,PIX,22,1,0.275,0.29,1,0.053,45,1,0.369,0
131.94,PIX,10,1,0.308,0.68,1,0.589,37,1,0.927,0
204.94,PIX,18,0,0.242,7.8,0,0.474,56,0,0.482,0
115.46,PIX,13,1,0.346,0.59,2,0.474,25,0,0.103,0
104.23,CARD,11,1,0.551,2.2,4,0.734,37,1,0.13,0
60.25,PIX,11,1,0.307,0.21,1,0.364,32,1,0.118,0
178.98,CARD,6,1,0.348,1.38,1,0.593,46,0,0.276,1
56.46,PIX,17,1,0.266,0.49,0,0.614,24,0,0.426,0
221.19,CARD,12,1,0.053,0.13,3,0.246,30,1,0.386,0
322.71,PIX,0,0,0.272,2.98,2,0.365,33,1,0.186,0
169.0,PIX,9,1,0.793,1.78,1,0.771,48,0,0.081,0
93.91,PIX,9,0,0.173,2.82,2,0.677,25,1,0.711,0
182.83,PIX,21,0,0.412,0.2,2,0.522,38,1,0.604,0
92.04,PIX,10,1,0.257,5.19,2,0.348,47,1,0.047,0
282.02,PIX,13,1,0.384,0.49,2,0.6,29,1,0.317,1
23.38,CARD,1,0,0.117,8.11,3,0.626,35,1,0.177,0
89.83,PIX,9,1,0.407,11.08,1,0.394,44,1,0.789,1
20.25,CARD,6,0,0.657,4.54,1,0.288,42,1,0.802,0
31.64,CARD,11,1,0.203,1.38,2,0.769,24,0,0.419,0
414.67,PIX,21,0,0.338,10.72,2,0.842,47,1,0.128,1
271.96,CARD,22,1,0.41,1.05,5,0.2,49,0,0.449,0
63.59,PIX,6,1,0.168,0.5,0,0.407,44,1,0.769,1
31.43,CARD,14,1,0.167,5.14,0,0.049,40,1,0.345,0
8.43,CARD,22,0,0.192,0.49,1,0.475,53,1,0.451,0
74.5,CARD,5,0,0.377,4.17,1,0.374,27,0,0.517,0
1073.17,PIX,10,0,0.122,1.25,0,0.643,37,0,0.466,0
179.72,CARD,12,0,0.718,2.96,0,0.377,32,1,0.355,0
73.43,PIX,0,1,0.498,0.05,2,0.212,40,0,0.381,1
184.67,PIX,11,0,0.644,1.7,0,0.452,37,1,0.778,0
29.82,PIX,2,1,0.623,2.87,1,0.457,33,0,0.72,0
92.98,PIX,7,1,0.225,0.69,2,0.292,45,1,0.501,0
132.89,CARD,2,1,0.538,1.44,1,0.872,47,0,0.038,0
112.45,CARD,17,1,0.391,3.61,0,0.841,47,1,0.211,0
247.58,PIX,20,1,0.412,0.11,2,0.55,55,0,0.288,0
165.7,CARD,6,1,0.404,2.41,1,0.398,33,1,0.224,0
221.74,CARD,0,1,0.523,3.41,2,0.305,45,1,0.581,0
65.4,CARD,11,0,0.787,0.15,1,0.155,34,0,0.364,0
272.61,CARD,2,1,0.713,1.92,1,0.538,33,1,0.5,1
526.39,PIX,10,1,0.122,0.9,4,0.497,54,0,0.541,0
50.75,PIX,13,1,0.394,7.65,3,0.402,48,1,0.315,0
54.66,CARD,11,1,0.59,4.11,1,0.241,26,0,0.369,0
404.32,PIX,12,1,0.433,5.13,0,0.419,31,0,0.624,0
102.29,CARD,13,0,0.215,0.8,1,0.561,42,0,0.236,0
429.85,CARD,3,1,0.577,2.81,3,0.881,33,1,0.132,0
81.59,CARD,16,1,0.58,2.14,0,0.412,28,0,0.401,0
450.13,PIX,16,0,0.665,3.42,1,0.527,50,0,0.514,0
136.77,CARD,3,1,0.348,3.86,1,0.518,21,0,0.104,0
153.3,CARD,10,0,0.728,7.19,1,0.473,49,1,0.444,0
496.83,PIX,6,1,0.343,5.23,3,0.735,25,1,0.401,1
87.74,PIX,9,1,0.228,10.12,1,0.077,29,0,0.486,0
52.09,PIX,18,1,0.884,1.2,0,0.896,41,0,0.735,0
81.15,PIX,14,0,0.391,0.35,3,0.125,47,0,0.384,0
182.56,CARD,21,0,0.044,1.3,1,0.341,41,0,0.481,0
29.69,CARD,13,0,0.212,0.73,0,0.41,43,0,0.319,0
215.66,PIX,1,0,0.298,0.98,3,0.388,43,1,0.147,0
74.82,PIX,17,1,0.434,10.59,1,0.932,18,1,0.285,0
341.39,PIX,1,1,0.3,0.33,0,0.661,33,0,0.569,0
14.09,PIX,8,0,0.574,5.46,0,0.609,18,1,0.404,0
59.86,PIX,22,1,0.68,5.91,1,0.703,46,0,0.28,0
26.63,CARD,23,1,0.749,5.63,1,0.184,26,1,0.421,0
57.77,CARD,3,0,0.542,4.92,0,0.459,38,0,0.295,0
151.85,CARD,23,1,0.286,0.47,0,0.339,39,1,0.412,0
103.41,CARD,23,1,0.413,0.41,0,0.223,29,0,0.274,0
96.73,PIX,21,0,0.364,1.84,1,0.617,35,0,0.562,0
105.29,CARD,19,1,0.759,2.52,1,0.381,44,1,0.642,0
145.92,PIX,1,0,0.417,7.59,1,0.548,44,0,0.329,0
49.02,PIX,2,0,0.18,0.71,0,0.336,33,1,0.172,0
229.56,PIX,14,0,0.307,0.08,1,0.493,51,0,0.478,0
220.61,PIX,2,0,0.463,2.96,1,0.965,22,1,0.635,0
171.83,PIX,6,1,0.265,3.42,2,0.375,41,0,0.696,1
200.51,PIX,23,0,0.231,0.62,0,0.311,43,0,0.229,0
158.66,PIX,21,1,0.247,1.24,1,0.212,24,0,0.454,0
758.67,CARD,6,0,0.286,1.28,0,0.627,39,1,0.176,0
112.35,PIX,12,1,0.304,4.22,2,0.59,49,1,0.463,0
92.17,PIX,12,0,0.546,0.69,1,0.8,37,1,0.393,0
61.67,CARD,6,0,0.206,0.67,5,0.408,41,0,0.495,0
47.99,CARD,5,1,0.511,5.2,1,0.136,41,1,0.361,1
39.65,PIX,10,1,0.365,0.39,1,0.418,26,0,0.364,0
54.6,CARD,14,1,0.527,0.38,2,0.23,49,1,0.482,0
114.02,PIX,19,1,0.754,5.01,1,0.677,34,0,0.718,0
164.16,PIX,20,1,0.533,1.91,0,0.374,39,0,0.047,0
127.23,PIX,0,1,0.236,0.22,0,0.844,27,0,0.859,1
61.01,PIX,15,0,0.459,4.2,1,0.124,27,0,0.476,0
273.19,CARD,14,0,0.343,2.16,2,0.628,36,1,0.694,0
236.39,PIX,1,0,0.47,1.21,1,0.832,36,0,0.4,0
105.25,CARD,20,0,0.157,1.44,2,0.341,39,0,0.549,0
67.52,CARD,14,1,0.207,7.75,3,0.64,44,0,0.027,0
199.06,CARD,17,1,0.709,0.56,1,0.884,34,1,0.235,0
143.91,PIX,15,1,0.314,1.58,2,0.67,41,0,0.308,0
33.01,PIX,8,0,0.169,0.64,1,0.784,51,1,0.377,0
114.3,CARD,4,1,0.664,0.54,1,0.532,31,0,0.281,0
153.83,CARD,9,0,0.304,3.31,3,0.605,35,0,0.286,0
54.07,PIX,18,0,0.289,1.41,1,0.786,30,1,0.285,1
144.15,PIX,15,0,0.283,0.67,2,0.197,26,0,0.542,0
32.81,CARD,15,1,0.592,0.7,1,0.183,40,1,0.447,0
404.47,CARD,3,0,0.229,1.18,3,0.574,37,0,0.516,1
373.59,CARD,0,1,0.229,3.41,0,0.383,38,1,0.314,0
96.81,CARD,16,0,0.106,7.97,3,0.697,30,1,0.033,0
168.53,PIX,22,0,0.512,2.47,1,0.335,24,1,0.579,0
13.89,PIX,8,0,0.345,5.6,3,0.584,29,1,0.415,0
42.92,CARD,10,0,0.369,0.98,0,0.735,33,0,0.601,0
93.28,CARD,22,1,0.273,0.45,2,0.438,52,0,0.513,1
46.3,PIX,5,0,0.311,3.02,2,0.769,66,1,0.73,1
231.12,CARD,12,1,0.229,6.38,2,0.96,37,1,0.125,1
733.31,PIX,2,1,0.415,1.46,0,0.86,31,0,0.704,1
42.14,PIX,6,0,0.365,0.21,0,0.506,39,1,0.38,0
57.18,CARD,8,1,0.162,1.94,0,0.351,39,1,0.149,0
150.19,PIX,16,1,0.774,1.11,2,0.764,27,1,0.859,0
518.02,PIX,7,0,0.491,0.64,4,0.393,38,1,0.355,1
40.44,CARD,11,1,0.579,4.08,1,0.854,42,0,0.589,0
152.04,PIX,7,0,0.468,10.05,1,0.188,41,0,0.892,0
625.89,PIX,3,1,0.159,0.37,3,0.13,36,0,0.32,1
27.48,CARD,19,0,0.206,2.74,3,0.9,32,1,0.289,0
38.36,PIX,16,0,0.045,1.17,1,0.767,41,0,0.689,0
82.99,CARD,15,1,0.288,4.73,4,0.369,48,1,0.474,0
76.06,PIX,13,1,0.565,1.33,3,0.914,36,1,0.08,0
252.48,PIX,3,1,0.777,2.54,0,0.545,53,0,0.199,0
151.03,CARD,12,1,0.173,0.33,4,0.699,46,0,0.606,0
24.59,PIX,16,0,0.212,2.93,2,0.2,48,1,0.324,0
193.23,CARD,11,1,0.314,1.94,0,0.631,45,0,0.221,0
72.26,CARD,17,1,0.63,0.23,3,0.815,33,1,0.234,0
382.6,CARD,7,0,0.428,1.87,2,0.563,24,1,0.149,0
69.07,PIX,12,1,0.199,4.74,1,0.428,35,1,0.392,1
68.51,PIX,9,1,0.134,3.26,1,0.302,45,0,0.541,0
197.75,CARD,23,0,0.121,0.29,1,0.565,36,0,0.258,0
241.44,PIX,4,1,0.168,27.77,0,0.579,33,1,0.648,0
181.87,CARD,6,1,0.067,0.63,0,0.515,45,0,0.256,0
26.65,CARD,16,1,0.385,2.55,1,0.302,54,0,0.309,0
197.2,PIX,1,0,0.47,0.97,3,0.533,49,1,0.191,1
47.9,PIX,12,0,0.393,2.06,1,0.29,53,1,0.09,0
150.17,CARD,0,0,0.668,0.46,0,0.302,30,0,0.58,0
33.74,CARD,12,0,0.567,7.04,0,0.24,29,0,0.39,0
181.58,PIX,7,1,0.746,0.06,3,0.241,30,0,0.589,1
58.8,CARD,4,0,0.128,2.21,1,0.631,29,1,0.427,0
38.31,CARD,11,1,0.012,11.65,2,0.444,30,1,0.174,0
231.0,PIX,7,0,0.33,1.6,4,0.595,42,1,0.712,0
151.03,PIX,1,0,0.306,3.32,1,0.873,43,1,0.122,0
69.92,CARD,12,1,0.052,8.29,4,0.426,26,0,0.846,0
448.57,CARD,13,0,0.21,4.07,2,0.6,43,1,0.382,0
81.73,CARD,15,1,0.848,2.84,2,0.611,32,0,0.104,0
125.07,PIX,21,0,0.661,1.03,1,0.28,44,0,0.53,0
154.78,CARD,16,1,0.258,1.26,0,0.547,32,1,0.672,0
69.57,CARD,19,1,0.745,3.38,3,0.721,46,1,0.051,0
185.68,CARD,15,1,0.331,1.15,3,0.83,27,1,0.451,0
75.18,PIX,16,0,0.543,9.17,4,0.786,44,0,0.246,0
83.89,PIX,19,1,0.654,0.44,3,0.072,32,0,0.165,0
414.21,PIX,15,0,0.111,0.24,2,0.39,38,0,0.09,0
47.63,PIX,12,0,0.722,0.83,2,0.64,28,0,0.503,0
13.85,PIX,17,0,0.339,3.72,1,0.667,36,1,0.768,0
517.93,CARD,23,0,0.283,0.7,1,0.46,41,1,0.578,0
1205.19,PIX,11,1,0.65,8.34,2,0.296,27,0,0.373,0
84.37,CARD,5,0,0.54,5.54,3,0.627,25,0,0.603,0
21.26,PIX,9,1,0.374,0.49,7,0.351,45,0,0.175,0
91.89,CARD,0,0,0.603,0.15,0,0.356,29,1,0.546,0
93.92,PIX,7,0,0.234,4.21,4,0.632,35,1,0.588,0
102.42,CARD,21,1,0.487,0.58,4,0.451,37,1,0.338,0
44.61,CARD,2,1,0.192,0.62,2,0.328,30,0,0.483,0
204.71,CARD,21,1,0.464,8.7,0,0.183,55,0,0.156,0
194.82,PIX,13,1,0.378,0.79,0,0.311,31,0,0.88,0
31.66,PIX,7,1,0.534,8.1,0,0.287,35,1,0.649,0
227.98,CARD,11,0,0.269,2.84,0,0.418,23,0,0.502,0
770.79,PIX,21,0,0.144,0.47,1,0.21,47,1,0.303,0
141.85,CARD,2,1,0.35,4.52,2,0.611,18,1,0.405,1
89.69,PIX,13,1,0.267,0.29,1,0.648,30,0,0.609,0
106.93,PIX,6,1,0.394,3.48,3,0.554,24,1,0.2,0
211.4,CARD,12,0,0.173,10.13,2,0.47,30,0,0.659,0
25.59,CARD,18,1,0.26,3.87,0,0.56,29,0,0.158,0
140.89,CARD,22,0,0.493,6.73,2,0.41,29,0,0.221,0
85.51,PIX,6,1,0.444,0.76,1,0.541,46,1,0.376,1
641.01,CARD,15,0,0.115,0.27,1,0.509,40,1,0.472,0
103.88,CARD,10,0,0.387,3.18,3,0.182,18,1,0.179,0
545.17,PIX,12,1,0.348,2.81,2,0.248,48,1,0.045,0
45.0,PIX,3,0,0.063,6.33,4,0.464,43,1,0.43,1
206.14,PIX,20,1,0.494,1.57,3,0.702,25,1,0.812,1
161.98,CARD,4,0,0.063,0.5,3,0.927,35,0,0.245,0
55.58,PIX,0,1,0.303,1.32,2,0.217,53,1,0.365,0
142.54,CARD,18,1,0.255,0.35,1,0.851,45,0,0.585,0
361.86,PIX,9,1,0.29,0.39,1,0.15,58,0,0.445,0
90.79,CARD,1,1,0.865,6.06,4,0.78,50,1,0.1,0
26.5,CARD,16,0,0.318,3.19,3,0.405,18,0,0.734,0
119.6,PIX,6,0,0.406,1.08,1,0.295,48,1,0.215,0
53.94,PIX,23,0,0.249,0.49,4,0.696,35,0,0.303,0
89.29,PIX,23,0,0.522,1.06,0,0.376,32,1,0.261,0
112.91,PIX,13,1,0.29,1.45,2,0.516,22,1,0.414,1
26.18,PIX,11,0,0.92,7.61,1,0.712,33,1,0.628,0
28.39,CARD,10,0,0.379,3.69,3,0.559,59,1,0.237,0
187.52,PIX,14,1,0.346,0.99,4,0.953,52,1,0.402,1
75.91,PIX,21,0,0.876,1.55,3,0.151,26,0,0.359,0
12.08,PIX,15,0,0.138,3.13,1,0.744,24,1,0.352,1
246.25,PIX,2,0,0.414,2.65,3,0.422,47,1,0.349,0
155.26,CARD,4,1,0.102,3.1,2,0.917,26,0,0.419,0
63.91,PIX,15,1,0.611,2.93,3,0.873,33,1,0.413,1
37.15,PIX,8,0,0.373,10.41,1,0.871,32,1,0.708,0
257.81,PIX,11,1,0.47,4.62,0,0.214,46,1,0.745,0
166.4,CARD,9,0,0.44,4.82,1,0.268,38,1,0.2,1
1037.26,CARD,14,1,0.5,1.29,0,0.562,18,0,0.537,0
177.36,PIX,5,0,0.322,0.51,3,0.275,32,0,0.493,0
172.25,CARD,1,1,0.097,3.46,3,0.898,42,0,0.62,0
104.56,CARD,5,0,0.137,7.31,0,0.212,31,1,0.468,0
253.43,CARD,16,1,0.513,1.15,2,0.25,36,1,0.388,0
213.27,PIX,14,0,0.278,0.09,2,0.189,44,1,0.081,0
374.86,CARD,19,1,0.669,10.96,1,0.538,18,0,0.234,1
76.01,CARD,2,1,0.415,3.31,0,0.362,27,0,0.146,0
82.12,PIX,3,1,0.353,2.84,1,0.718,60,1,0.331,0
78.95,PIX,3,1,0.602,0.31,0,0.497,33,1,0.687,0
247.58,PIX,13,1,0.564,1.37,0,0.707,37,0,0.304,0
468.03,PIX,13,0,0.397,1.44,6,0.435,35,1,0.047,0
80.4,PIX,3,1,0.419,5.3,3,0.763,29,0,0.193,0
82.91,CARD,10,1,0.111,3.22,1,0.674,27,0,0.791,0
161.2,CARD,1,0,0.559,1.71,1,0.629,43,1,0.569,0
97.4,PIX,14,0,0.573,0.28,4,0.381,44,1,0.822,1
286.25,PIX,13,0,0.425,0.03,3,0.587,32,1,0.634,0
16.01,CARD,0,1,0.612,2.48,0,0.498,33,1,0.52,0
57.74,PIX,2,1,0.64,0.55,1,0.426,33,0,0.239,0
60.09,PIX,16,1,0.57,1.04,2,0.641,18,0,0.176,0
15.05,CARD,21,1,0.368,3.51,0,0.149,39,0,0.582,0
51.05,PIX,20,1,0.477,0.35,1,0.801,26,1,0.611,0
53.32,PIX,13,1,0.351,2.17,1,0.664,49,1,0.807,1
101.39,CARD,12,1,0.266,0.27,1,0.371,40,0,0.537,0
330.85,CARD,19,0,0.434,1.26,3,0.525,32,0,0.188,0
97.46,PIX,20,0,0.71,2.39,3,0.761,39,0,0.749,1
48.05,CARD,21,0,0.512,1.53,1,0.68,49,1,0.575,0
115.44,CARD,9,0,0.221,1.42,2,0.417,18,1,0.271,0
312.39,PIX,11,1,0.197,0.11,4,0.616,41,0,0.642,1
50.48,CARD,1,0,0.342,6.24,1,0.254,21,1,0.366,1
53.54,PIX,4,1,0.307,5.31,0,0.725,39,0,0.569,0
200.88,PIX,9,0,0.616,1.58,0,0.454,51,0,0.119,0
99.55,PIX,19,1,0.029,4.03,2,0.544,33,1,0.343,1
217.62,PIX,10,0,0.202,0.51,1,0.319,44,1,0.364,0
120.03,PIX,14,1,0.171,4.86,4,0.797,40,1,0.547,1
228.49,CARD,20,0,0.35,0.54,2,0.282,39,1,0.334,0
47.87,PIX,11,0,0.569,6.8,3,0.449,34,0,0.726,0
120.2,CARD,8,1,0.333,1.89,1,0.368,27,1,0.451,0
100.52,PIX,17,0,0.185,0.09,1,0.239,39,0,0.102,0
40.68,CARD,7,1,0.636,4.24,1,0.423,41,1,0.638,0
29.75,PIX,9,1,0.332,3.25,1,0.188,44,1,0.643,0
225.24,PIX,21,0,0.461,8.27,2,0.416,34,0,0.124,0
88.6,CARD,10,0,0.201,4.54,3,0.787,36,1,0.616,0
48.42,CARD,6,1,0.214,1.26,1,0.791,41,0,0.596,0
111.43,PIX,20,0,0.826,1.08,1,0.502,47,1,0.235,0
335.36,PIX,15,1,0.635,4.38,1,0.706,33,0,0.489,0
15.6,CARD,18,1,0.633,0.94,1,0.721,30,0,0.427,0
31.6,CARD,7,0,0.038,12.18,0,0.878,51,0,0.286,0
52.95,PIX,18,1,0.247,9.27,0,0.312,28,0,0.492,1
452.62,CARD,22,1,0.298,0.99,3,0.216,28,1,0.217,0
156.7,PIX,3,1,0.488,7.95,1,0.286,49,0,0.293,0
242.4,PIX,4,1,0.461,3.43,0,0.293,27,1,0.185,0
43.55,CARD,13,1,0.043,6.57,1,0.245,42,0,0.874,0
44.36,CARD,17,1,0.497,10.9,2,0.273,38,0,0.263,0
181.82,PIX,0,0,0.375,2.64,1,0.92,27,1,0.685,0
128.05,PIX,13,1,0.355,1.98,0,0.372,32,0,0.639,0
199.11,PIX,3,1,0.26,1.89,0,0.311,55,0,0.89,0
102.63,CARD,23,0,0.945,1.42,1,0.784,51,1,0.416,0
156.07,PIX,17,0,0.665,4.19,0,0.175,50,1,0.296,0
140.09,PIX,23,1,0.437,16.55,0,0.054,62,0,0.492,0
244.69,PIX,5,1,0.443,0.39,2,0.694,54,1,0.298,1
251.21,CARD,19,1,0.448,0.85,2,0.505,54,1,0.103,0
28.28,PIX,9,1,0.272,12.7,1,0.447,42,1,0.507,1
16.08,CARD,2,1,0.32,0.57,2,0.65,36,0,0.35,0
299.34,PIX,11,0,0.627,0.79,0,0.979,32,0,0.715,1
353.88,PIX,11,0,0.454,4.73,1,0.226,25,1,0.428,0
48.49,PIX,12,1,0.407,2.5,3,0.789,40,1,0.797,0
22.79,PIX,20,1,0.873,0.1,1,0.259,44,0,0.289,1
132.84,PIX,6,1,0.451,1.58,0,0.28,37,1,0.031,1
280.83,PIX,15,1,0.323,3.98,3,0.465,39,1,0.245,0
612.68,PIX,4,1,0.058,1.55,0,0.513,40,0,0.519,1
193.38,PIX,21,1,0.385,1.19,1,0.772,30,0,0.247,0
86.96,PIX,10,0,0.327,6.81,3,0.428,37,0,0.498,0
54.39,PIX,19,0,0.093,1.02,0,0.465,31,0,0.338,0
122.77,PIX,6,1,0.197,3.62,1,0.812,38,0,0.095,0
92.82,PIX,7,0,0.422,3.35,2,0.627,41,0,0.401,0
48.74,CARD,23,1,0.333,0.35,1,0.134,43,1,0.346,0
768.07,CARD,4,0,0.702,3.01,1,0.425,36,0,0.332,0
605.86,CARD,13,1,0.033,7.34,3,0.576,45,0,0.306,0
337.8,PIX,7,1,0.24,11.21,2,0.72,33,0,0.527,0
53.05,CARD,9,0,0.558,3.32,3,0.177,32,1,0.528,0
262.31,CARD,16,0,0.101,0.18,1,0.635,27,1,0.76,0
216.08,PIX,18,0,0.621,0.53,0,0.634,42,1,0.762,0
180.96,PIX,11,1,0.493,2.96,1,0.335,36,1,0.131,1
374.17,CARD,15,1,0.366,3.32,3,0.314,37,0,0.132,0
215.26,CARD,1,1,0.384,2.74,1,0.332,28,0,0.02,0
236.52,CARD,5,1,0.293,6.07,1,0.405,45,0,0.266,0
215.55,CARD,17,0,0.472,8.44,2,0.465,35,1,0.499,0
165.13,CARD,15,0,0.753,1.04,2,0.109,28,0,0.164,0
24.4,CARD,1,1,0.694,0.31,1,0.284,32,0,0.798,1
131.01,PIX,21,0,0.367,0.38,2,0.766,36,0,0.767,0
73.66,PIX,9,0,0.711,3.55,1,0.317,48,0,0.012,0
38.4,CARD,7,1,0.57,1.76,1,0.683,44,0,0.332,0
552.05,PIX,11,0,0.204,7.43,0,0.373,23,1,0.103,0
